word_id,word,normalized_word,char_length,vowel_group_count,syllable_profile,feature_flags
582,round,round,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
583,row,row,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
584,roy,roy,3,1,single_syllable_like,vowel_team|contrast_letter
585,rug,rug,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
586,run,run,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
587,sack,sack,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
588,sad,sad,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
589,sail,sail,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
590,salt,salt,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
591,same,same,4,1,single_syllable_like,cvc_e|contrast_letter
592,sat,sat,3,1,single_syllable_like,final_consonant|short_vowel_like
593,sauce,sauce,5,1,single_syllable_like,vowel_team
594,saw,saw,3,1,single_syllable_like,final_consonant|vowel_team
595,say,say,3,1,single_syllable_like,vowel_team
596,scar,scar,4,1,single_syllable_like,onset_cluster|final_consonant|r_controlled|contrast_letter
597,scare,scare,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|contrast_letter
598,school,school,6,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph|contrast_letter
599,schoolhouse,schoolhouse,11,2,two_syllable_like,onset_cluster|vowel_team|digraph|contrast_letter|longer_word
600,seal,seal,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
601,seat,seat,4,1,single_syllable_like,final_consonant|vowel_team
602,seats,seats,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team
603,see,see,3,1,single_syllable_like,vowel_team
604,seed,seed,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
605,seedless,seedless,8,2,two_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter|longer_word
606,sell,sell,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
607,send,send,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
608,serve,serve,5,1,single_syllable_like,r_controlled|contrast_letter
609,set,set,3,1,single_syllable_like,final_consonant|short_vowel_like
610,shaking,shaking,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
611,share,share,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter
612,shared,shared,6,2,two_syllable_like,onset_cluster|final_consonant|r_controlled|digraph|contrast_letter|longer_word
613,sharing,sharing,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter|longer_word
614,she,she,3,1,single_syllable_like,onset_cluster|digraph|short_vowel_like
615,sheep,sheep,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph|contrast_letter
616,shield,shield,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter
617,ship,ship,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
618,ships,ships,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
619,shirt,shirt,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter
620,shoot,shoot,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
621,shop,shop,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
622,shore,shore,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter
623,shoreline,shoreline,9,3,multisyllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter|longer_word
624,short,short,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter
625,shot,shot,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like
626,should,should,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter
627,shout,shout,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
628,show,show,4,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
629,showing,showing,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
630,shy,shy,3,1,single_syllable_like,onset_cluster|digraph
631,side,side,4,1,single_syllable_like,cvc_e|contrast_letter
632,sigh,sigh,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
633,sight,sight,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
634,silly,silly,5,2,two_syllable_like,contrast_letter|longer_word
635,sing,sing,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
636,singing,singing,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
637,sink,sink,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
638,sir,sir,3,1,single_syllable_like,final_consonant|r_controlled|contrast_letter
639,sit,sit,3,1,single_syllable_like,final_consonant|short_vowel_like
640,sits,sits,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
641,skate,skate,5,1,single_syllable_like,onset_cluster|cvc_e
642,skid,skid,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
643,skies,skies,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team
644,skin,skin,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
645,skip,skip,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
646,skipping,skipping,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
647,skit,skit,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like
648,skunk,skunk,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
649,sky,sky,3,1,single_syllable_like,onset_cluster
650,slam,slam,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
651,slap,slap,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
652,sled,sled,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
653,sledding,sledding,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
654,sleep,sleep,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
655,sleepy,sleepy,6,2,two_syllable_like,onset_cluster|vowel_team|contrast_letter|longer_word
656,slide,slide,5,1,single_syllable_like,onset_cluster|cvc_e|contrast_letter
657,slip,slip,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
658,slipping,slipping,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
659,slow,slow,4,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
660,small,small,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
661,smart,smart,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|contrast_letter
662,smartest,smartest,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|contrast_letter|longer_word
663,smashed,smashed,7,2,two_syllable_like,onset_cluster|final_consonant|digraph|contrast_letter|longer_word
664,smashing,smashing,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
665,smell,smell,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
666,smelled,smelled,7,2,two_syllable_like,onset_cluster|final_consonant|contrast_letter|longer_word
667,smelling,smelling,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
668,smile,smile,5,2,two_syllable_like,onset_cluster|cvc_e|contrast_letter|longer_word
669,snack,snack,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
670,snap,snap,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
671,snow,snow,4,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
672,snowing,snowing,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
673,snows,snows,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|contrast_letter
674,snowstorm,snowstorm,9,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|r_controlled|contrast_letter|longer_word
675,so,so,2,1,single_syllable_like,short_vowel_like
676,soaking,soaking,7,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
677,soar,soar,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
678,sock,sock,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
679,socks,socks,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
680,soil,soil,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
681,sold,sold,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
682,some,some,4,1,single_syllable_like,cvc_e|contrast_letter
683,somehow,somehow,7,3,multisyllable_like,final_consonant|vowel_team|contrast_letter|longer_word
684,song,song,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
685,songs,songs,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
686,soon,soon,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
687,sore,sore,4,1,single_syllable_like,cvc_e|r_controlled|contrast_letter
688,sort,sort,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
689,sound,sound,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
690,south,south,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|digraph
691,speed,speed,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
692,spell,spell,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
693,spelled,spelled,7,2,two_syllable_like,onset_cluster|final_consonant|contrast_letter|longer_word
694,spelling,spelling,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
695,spend,spend,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
696,spill,spill,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
697,spin,spin,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
698,spoil,spoil,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
699,spoon,spoon,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
700,sports,sports,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|contrast_letter
701,spot,spot,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
702,spring,spring,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
703,springing,springing,9,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
704,spy,spy,3,1,single_syllable_like,onset_cluster|contrast_letter
705,square,square,6,1,single_syllable_like,onset_cluster|short_vowel_like|contrast_letter
706,stairs,stairs,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|contrast_letter
707,star,star,4,1,single_syllable_like,onset_cluster|final_consonant|r_controlled|contrast_letter
708,stare,stare,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|contrast_letter
709,start,start,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|contrast_letter
710,stay,stay,4,1,single_syllable_like,onset_cluster|vowel_team
711,stem,stem,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
712,step,step,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
713,steps,steps,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
714,sting,sting,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
715,stinging,stinging,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
716,stir,stir,4,1,single_syllable_like,onset_cluster|final_consonant|r_controlled|contrast_letter
717,stone,stone,5,1,single_syllable_like,onset_cluster|cvc_e|contrast_letter
718,stop,stop,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
719,stopping,stopping,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
720,store,store,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|contrast_letter
721,storm,storm,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|contrast_letter
722,straw,straw,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
723,stray,stray,5,1,single_syllable_like,onset_cluster|vowel_team|contrast_letter
724,street,street,6,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
725,string,string,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
726,strip,strip,5,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
727,strong,strong,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
728,struck,struck,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
729,stuck,stuck,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like
730,stuff,stuff,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
731,such,such,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
732,summer,summer,6,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
733,sun,sun,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
734,sunny,sunny,5,2,two_syllable_like,contrast_letter|longer_word
735,swim,swim,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
736,switching,switching,9,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
737,tail,tail,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
738,take,take,4,1,single_syllable_like,cvc_e
739,talk,talk,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
740,talking,talking,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
741,tall,tall,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
742,tan,tan,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
743,tap,tap,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
744,tape,tape,4,1,single_syllable_like,cvc_e|contrast_letter
745,taping,taping,6,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
746,tapping,tapping,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
747,target,target,6,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
748,teachers,teachers,8,2,two_syllable_like,final_cluster|final_consonant|vowel_team|r_controlled|digraph|contrast_letter|longer_word
749,team,team,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
750,teeth,teeth,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|digraph
751,tell,tell,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
752,that,that,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like
753,the,the,3,1,single_syllable_like,onset_cluster|digraph|short_vowel_like
754,then,then,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
755,these,these,5,1,single_syllable_like,onset_cluster|cvc_e|digraph
756,thin,thin,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
757,thing,thing,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
758,think,think,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
759,thinking,thinking,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
760,third,third,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter
761,this,this,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like
762,thorn,thorn,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter
763,throat,throat,6,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph|contrast_letter
764,thundercloud,thundercloud,12,3,multisyllable_like,onset_cluster|final_consonant|vowel_team|r_controlled|digraph|contrast_letter|longer_word
765,tick,tick,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
766,tie,tie,3,1,single_syllable_like,vowel_team
767,tight,tight,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
768,time,time,4,1,single_syllable_like,cvc_e|contrast_letter
769,tin,tin,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
770,tip,tip,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
771,tiptoe,tiptoe,6,2,two_syllable_like,vowel_team|contrast_letter|longer_word
772,to,to,2,1,single_syllable_like,short_vowel_like
773,toad,toad,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
774,toast,toast,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team
775,toe,toe,3,1,single_syllable_like,vowel_team
776,toes,toes,4,1,single_syllable_like,final_consonant|vowel_team
777,told,told,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
778,too,too,3,1,single_syllable_like,vowel_team
779,took,took,4,1,single_syllable_like,final_consonant|vowel_team
780,tooth,tooth,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|digraph
781,toothbrush,toothbrush,10,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
782,top,top,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
783,tore,tore,4,1,single_syllable_like,cvc_e|r_controlled|contrast_letter
784,torn,torn,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
785,tornado,tornado,7,3,multisyllable_like,r_controlled|contrast_letter|longer_word
786,town,town,4,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
787,toy,toy,3,1,single_syllable_like,vowel_team
788,toys,toys,4,1,single_syllable_like,final_consonant|vowel_team
789,track,track,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
790,trail,trail,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
791,train,train,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
792,trap,trap,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
793,trapping,trapping,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
794,trash,trash,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
795,tray,tray,4,1,single_syllable_like,onset_cluster|vowel_team|contrast_letter
796,trick,trick,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
797,tricking,tricking,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
798,tricky,tricky,6,2,two_syllable_like,onset_cluster|digraph|contrast_letter|longer_word
799,tried,tried,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
800,tries,tries,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
801,trim,trim,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
802,trip,trip,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
803,truck,truck,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
804,try,try,3,1,single_syllable_like,onset_cluster|contrast_letter
805,turkey,turkey,6,2,two_syllable_like,r_controlled|contrast_letter|longer_word
806,turn,turn,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
807,under,under,5,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
808,unit,unit,4,2,two_syllable_like,final_consonant|contrast_letter|longer_word
809,up,up,2,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
810,us,us,2,1,single_syllable_like,final_consonant|short_vowel_like
811,use,use,3,1,single_syllable_like,short_vowel_like
812,valley,valley,6,2,two_syllable_like,contrast_letter|longer_word
813,van,van,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
814,vase,vase,4,1,single_syllable_like,cvc_e|contrast_letter
815,verb,verb,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
816,very,very,4,2,two_syllable_like,r_controlled|contrast_letter|longer_word
817,vet,vet,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
818,view,view,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
819,viewing,viewing,7,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
820,voice,voice,5,1,single_syllable_like,vowel_team|contrast_letter
821,wait,wait,4,1,single_syllable_like,final_consonant|vowel_team
822,walk,walk,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
823,walking,walking,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
824,wall,wall,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
825,we,we,2,1,single_syllable_like,short_vowel_like
826,we'll,well,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
827,wear,wear,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
828,wearing,wearing,7,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
829,what,what,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like
830,wheat,wheat,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
831,when,when,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
832,where,where,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter
833,which,which,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like
834,whip,whip,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
835,whole,whole,5,2,two_syllable_like,onset_cluster|cvc_e|digraph|contrast_letter|longer_word
836,why,why,3,1,single_syllable_like,onset_cluster|digraph
837,wig,wig,3,1,single_syllable_like,final_consonant|short_vowel_like
838,wild,wild,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
839,will,will,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
840,win,win,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
841,winking,winking,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
842,wish,wish,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
843,wishing,wishing,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
844,with,with,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
845,wood,wood,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
846,would,would,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
847,yard,yard,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
848,yawn,yawn,4,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
849,yelled,yelled,6,2,two_syllable_like,final_consonant|contrast_letter|longer_word
850,yelling,yelling,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
851,yes,yes,3,1,single_syllable_like,final_consonant|short_vowel_like
852,yet,yet,3,1,single_syllable_like,final_consonant|short_vowel_like
853,you,you,3,1,single_syllable_like,vowel_team
854,your,your,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
855,zap,zap,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
856,zip,zip,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
